date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:31:06	192691/192691	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:b7add33bd7a1b3cd7056cd07c7de23de%22	https://rif1bc-pe.myshopify.com/products/POST	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/products/POST	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:06	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Aug%202025%2001:31:06%20GMT	http://rif1bc-pe.myshopify.com/cdn/s/trekkie.storefront.5a4f78eb26ea594ba1b5d72f179d68114c7cf8ca.min.js	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/cdn/s/trekkie.storefront.5a4f78eb26ea594ba1b5d72f179d68114c7cf8ca.min.js	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:07	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Aug%202025%2001:31:06%20GMT	http://rif1bc-pe.myshopify.com/cdn/shopifycloud/storefront/assets/shop_events_listener-8675b082.js	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/cdn/shopifycloud/storefront/assets/shop_events_listener-8675b082.js	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:07	83425/83425	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2006%20Aug%202025%2016:20:27%20GMT	https://rif1bc-pe.myshopify.com/cdn/s/trekkie.storefront.5a4f78eb26ea594ba1b5d72f179d68114c7cf8ca.min.js	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/cdn/s/trekkie.storefront.5a4f78eb26ea594ba1b5d72f179d68114c7cf8ca.min.js	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:07	13749/13749	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2029%20Jul%202025%2013:40:51%20GMT	https://rif1bc-pe.myshopify.com/cdn/shopifycloud/storefront/assets/shop_events_listener-8675b082.js	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/cdn/shopifycloud/storefront/assets/shop_events_listener-8675b082.js	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:07	53867/53867	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2014%20Aug%202025%2012:37:08%20GMT	https://rif1bc-pe.myshopify.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-2.0.4.min.js	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-2.0.4.min.js	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:08	42863/42863	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a76f-O0GzvJVmhQFaNHoiOOcdsp36Dbs%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.min.js	C:/Users/Asus/Downloads/MALETINHA/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.min.js	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:09	192691/192691	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:b7add33bd7a1b3cd7056cd07c7de23de%22	https://rif1bc-pe.myshopify.com/products/%22https://www.google-analytics.com%22/&gt;&lt;link	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/products/_https_/www.google-analytics.com_/&gt;&lt;link	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:09	192691/192691	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:b7add33bd7a1b3cd7056cd07c7de23de%22	https://rif1bc-pe.myshopify.com/products/%22https://www.google.com%22/&gt;&lt;link	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/products/_https_/www.google.com_/&gt;&lt;link	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:10	192691/192691	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:b7add33bd7a1b3cd7056cd07c7de23de%22	https://rif1bc-pe.myshopify.com/products/%22https://data.mercadolibre.com%22/&gt;&lt;link	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/products/_https_/data.mercadolibre.com_/&gt;&lt;link	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:11	192691/192691	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:b7add33bd7a1b3cd7056cd07c7de23de%22	https://rif1bc-pe.myshopify.com/products/%22https://http2.mlstatic.com%22/&gt%22	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/products/_https_/http2.mlstatic.com_/&gt_	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:11	319678/319678	---MC-	200	added ('OK')	application/json+oembed	etag:W/%22cacheable:3c66686287fd1be5c6c6821bf41901ff%22	https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional.oembed	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional.oembed	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:12	3982/3982	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Aug%202025%2001:31:11%20GMT	https://rif1bc-pe.myshopify.com/checkouts/internal/preloads.js?locale=pt-BR	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/checkouts/internal/preloads4c33.js	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:12	9652/9652	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2020%20Jul%202025%2005:57:20%20GMT	https://cdn.shopify.com/shopifycloud/storefront-forms-hcaptcha/ce_storefront_forms_captcha_hcaptcha.v1.5.2.iife.js	C:/Users/Asus/Downloads/MALETINHA/cdn.shopify.com/shopifycloud/storefront-forms-hcaptcha/ce_storefront_forms_captcha_hcaptcha.v1.5.2.iife.js	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:13	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Aug%202025%2001:31:12%20GMT	http://rif1bc-pe.myshopify.com/cdn/shopifycloud/storefront/assets/storefront/load_feature-81c60534.js	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/cdn/shopifycloud/storefront/assets/storefront/load_feature-81c60534.js	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:13	13334/13334	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2010%20Aug%202025%2009:51:43%20GMT	https://rif1bc-pe.myshopify.com/cdn/shopifycloud/storefront/assets/storefront/load_feature-81c60534.js	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/cdn/shopifycloud/storefront/assets/storefront/load_feature-81c60534.js	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:13	304924/304924	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2019%20Aug%202025%2001:23:20%20GMT	https://rif1bc-pe.myshopify.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.pt-br.js	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.pt-br.js	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:15	13668/13668	---MCZ	200	added ('OK')	text/css	date:Tue,%2019%20Aug%202025%2001:26:25%20GMT	https://rif1bc-pe.myshopify.com/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:15	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Aug%202025%2001:31:13%20GMT	http://rif1bc-pe.myshopify.com/cdn/shop/t/2/assets/desktop.css?v=134837194395233590961755557082	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/cdn/shop/t/2/assets/desktopd89f.css	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:15	597229/597229	---MCZ	200	added ('OK')	text/css	date:Mon,%2018%20Aug%202025%2023:18:01%20GMT	https://rif1bc-pe.myshopify.com/cdn/shop/t/2/assets/desktop.css?v=134837194395233590961755557082	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/cdn/shop/t/2/assets/desktopd89f.css	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:15	3115/3115	---M--	200	added ('OK')	image/png	etag:%22c2b-9jJwa/xT5PPylXSS9pFB5ubHW6w%22	https://http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.34/mercadolibre/logo-pt__large_25years.png	C:/Users/Asus/Downloads/MALETINHA/http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.34/mercadolibre/logo-pt__large_25years.png	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:17	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Aug%202025%2001:31:16%20GMT	http://rif1bc-pe.myshopify.com/cdn/shopifycloud/storefront/assets/no-image-2048-a2addb12.gif	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/cdn/shopifycloud/storefront/assets/no-image-2048-a2addb12.gif	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:17	19095/19095	---M--	200	added ('OK')	image/gif	date:Thu,%2017%20Jul%202025%2011:32:12%20GMT	https://rif1bc-pe.myshopify.com/cdn/shopifycloud/storefront/assets/no-image-2048-a2addb12.gif	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/cdn/shopifycloud/storefront/assets/no-image-2048-a2addb12.gif	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:18	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Aug%202025%2001:31:17%20GMT	http://rif1bc-pe.myshopify.com/cdn/shop/files/5717a6c5-5ad1-4c2e-8495-aeac6cda4b40.png?v=1755562599	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/cdn/shop/files/5717a6c5-5ad1-4c2e-8495-aeac6cda4b40aad3.png	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:24	1377597/1377597	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Aug%202025%2000:32:23%20GMT	https://rif1bc-pe.myshopify.com/cdn/shop/files/5717a6c5-5ad1-4c2e-8495-aeac6cda4b40.png?v=1755562599	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/cdn/shop/files/5717a6c5-5ad1-4c2e-8495-aeac6cda4b40aad3.png	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:24	3803/3803	---M--	200	added ('OK')	image/jpeg	etag:%22737863926%22	https://http2.mlstatic.com/D_NQ_NP_914488-MLA74840999426_032024-G.jpg	C:/Users/Asus/Downloads/MALETINHA/http2.mlstatic.com/D_NQ_NP_914488-MLA74840999426_032024-G.jpg	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:29	243/243	---M--	403	error ('Forbidden')	application/javascript	date:Tue,%2019%20Aug%202025%2001:31:29%20GMT	https://http2.mlstatic.com/analytics/ga/mlb-ml-analytics.min.js	C:/Users/Asus/Downloads/MALETINHA/http2.mlstatic.com/analytics/ga/mlb-ml-analytics.min.js	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:29	24834/24834	---M-Z	200	added ('OK')	application/javascript	etag:%22660bbd42bba6ad86d52590f722ed489e%22	https://http2.mlstatic.com/storage/melidata-js-sdk/js/3/0.4.0/melidata.min.js	C:/Users/Asus/Downloads/MALETINHA/http2.mlstatic.com/storage/melidata-js-sdk/js/3/0.4.0/melidata.min.js	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:30	9/9	---MCZ	404	error ('Not%20Found')	text/plain	etag:W/%22cacheable:77f4dd7d7fd1afbcdb181af12a154c07%22	https://rif1bc-pe.myshopify.com/products/e,r.href	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/products/e,r.href	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:34	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Aug%202025%2001:31:34%20GMT	http://rif1bc-pe.myshopify.com/cdn/shop/t/2/assets/mobile.css?v=171929101392047461941755557082	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/cdn/shop/t/2/assets/mobile.27b3f8.delayed	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:36	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Aug%202025%2001:31:34%20GMT	http://rif1bc-pe.myshopify.com/cdn/shop/t/2/assets/tamanho.css?v=177359468726002113431755557082	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/cdn/shop/t/2/assets/tamanho631a.css	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:36	1669734/1669734	---MCZ	200	added ('OK')	text/css	date:Mon,%2018%20Aug%202025%2023:18:02%20GMT	https://rif1bc-pe.myshopify.com/cdn/shop/t/2/assets/mobile.css?v=171929101392047461941755557082	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/cdn/shop/t/2/assets/mobileb3f8.css	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:37	268/268	---MCZ	200	added ('OK')	text/css	date:Mon,%2018%20Aug%202025%2023:18:01%20GMT	https://rif1bc-pe.myshopify.com/cdn/shop/t/2/assets/tamanho.css?v=177359468726002113431755557082	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/cdn/shop/t/2/assets/tamanho631a.css	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:37	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Aug%202025%2001:31:36%20GMT	http://rif1bc-pe.myshopify.com/cdn/shop/t/2/assets/catalizador.css?v=157647407421720016571755557082	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/cdn/shop/t/2/assets/catalizador7e93.css	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:37	57502/57502	---MCZ	200	added ('OK')	text/css	date:Mon,%2018%20Aug%202025%2023:18:01%20GMT	https://rif1bc-pe.myshopify.com/cdn/shop/t/2/assets/catalizador.css?v=157647407421720016571755557082	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/cdn/shop/t/2/assets/catalizador7e93.css	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:37	1337/1337	---M--	200	added ('OK')	image/png	etag:%22539-2t4oSH+8rb3yAn9xl5EiSZexrRw%22	https://http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.34/mercadolibre/logo-pt__small_25years.png	C:/Users/Asus/Downloads/MALETINHA/http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.34/mercadolibre/logo-pt__small_25years.png	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:38	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Aug%202025%2001:31:37%20GMT	http://rif1bc-pe.myshopify.com/cdn/shop/files/5717a6c5-5ad1-4c2e-8495-aeac6cda4b40_500x500.png?v=1755562599	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/cdn/shop/files/5717a6c5-5ad1-4c2e-8495-aeac6cda4b40_500x500aad3.png	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:39	351199/351199	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Aug%202025%2000:32:23%20GMT	https://rif1bc-pe.myshopify.com/cdn/shop/files/5717a6c5-5ad1-4c2e-8495-aeac6cda4b40_500x500.png?v=1755562599	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/cdn/shop/files/5717a6c5-5ad1-4c2e-8495-aeac6cda4b40_500x500aad3.png	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:39	5327/5327	---M--	200	added ('OK')	image/png	etag:%2214cf-qqXG/k04tnZuSA0g1f2lWHd02x8%22	https://http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.34/mercadolibre/logo-anniversary-banner.png	C:/Users/Asus/Downloads/MALETINHA/http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.34/mercadolibre/logo-anniversary-banner.png	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:40	65566/65566	---M-Z	200	added ('OK')	text/css	etag:W/%22877573ec696c8d48600a8e6818f47d90%22	https://http2.mlstatic.com/frontend-assets/vpp-frontend/generic-modal.mobile.5bae6201.css	C:/Users/Asus/Downloads/MALETINHA/http2.mlstatic.com/frontend-assets/vpp-frontend/generic-modal.mobile.5bae6201.css	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:40	25893/25893	---M-Z	200	added ('OK')	application/javascript	etag:%22abfc10c29ea97514c6fb7e74da876f5c%22	https://http2.mlstatic.com/resources/splash/force-splash-v5.js	C:/Users/Asus/Downloads/MALETINHA/http2.mlstatic.com/resources/splash/force-splash-v5.js	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:42	192691/192691	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:b7add33bd7a1b3cd7056cd07c7de23de%22	https://rif1bc-pe.myshopify.com/products/GET	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/products/GET	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:43	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Aug%202025%2001:31:41%20GMT	http://rif1bc-pe.myshopify.com/cdn/shop/t/2/assets/anuncios.css?v=39812125426138827171755557082	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/cdn/shop/t/2/assets/anuncios7ade.css	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:43	1206377/1206377	---MCZ	200	added ('OK')	text/css	date:Mon,%2018%20Aug%202025%2023:18:02%20GMT	https://rif1bc-pe.myshopify.com/cdn/shop/t/2/assets/anuncios.css?v=39812125426138827171755557082	C:/Users/Asus/Downloads/MALETINHA/rif1bc-pe.myshopify.com/cdn/shop/t/2/assets/anuncios7ade.css	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:43	163628/163628	---M--	200	added ('OK')	image/jpeg	etag:%221888296890%22	https://http2.mlstatic.com/D_NQ_NP_982972-MLA74841271014_032024-OO.jpg	C:/Users/Asus/Downloads/MALETINHA/http2.mlstatic.com/D_NQ_NP_982972-MLA74841271014_032024-OO.jpg	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:44	46183/46183	---M--	200	added ('OK')	image/jpeg	etag:%221789670493%22	https://http2.mlstatic.com/D_878566-MLA40391854748_012020-O.jpg	C:/Users/Asus/Downloads/MALETINHA/http2.mlstatic.com/D_878566-MLA40391854748_012020-O.jpg	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:44	18970/18970	---M--	200	added ('OK')	image/jpeg	etag:%221322227533%22	https://http2.mlstatic.com/D_767455-MLU70002502696_062023-O.jpg	C:/Users/Asus/Downloads/MALETINHA/http2.mlstatic.com/D_767455-MLU70002502696_062023-O.jpg	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:44	33927/33927	---M--	200	added ('OK')	image/jpeg	etag:%223212788949%22	https://http2.mlstatic.com/D_775468-MLU70003487350_062023-O.jpg	C:/Users/Asus/Downloads/MALETINHA/http2.mlstatic.com/D_775468-MLU70003487350_062023-O.jpg	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:44	50885/50885	---M--	200	added ('OK')	image/jpeg	etag:%221319480092%22	https://http2.mlstatic.com/D_768627-MLU73474533374_122023-O.jpg	C:/Users/Asus/Downloads/MALETINHA/http2.mlstatic.com/D_768627-MLU73474533374_122023-O.jpg	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
21:31:44	40264/40264	---M--	200	added ('OK')	image/jpeg	etag:%222856795915%22	https://http2.mlstatic.com/D_910089-MLU73474875190_122023-O.jpg	C:/Users/Asus/Downloads/MALETINHA/http2.mlstatic.com/D_910089-MLU73474875190_122023-O.jpg	(from https://rif1bc-pe.myshopify.com/products/parafusadeira-10-em-1-com-2-baterias-lixadeira-profissional)
